Date;Open;High;Low;Close;Adj Close;Volume
18/10/1996;49000000;49187500;48812500;49125000;30469471;1565600
21/10/1996;49125000;49437500;49000000;49375000;30624535;1605200
22/10/1996;49375000;49437500;49125000;49187500;30508244;1219400
23/10/1996;49125000;49125000;48000000;48500000;30081812;2468200
24/10/1996;48375000;48375000;47250000;47750000;29616642;2474600
25/10/1996;47750000;47937500;47062500;47062500;29190231;1795000
28/10/1996;47062500;47625000;46687500;46812500;29035156;1860000
29/10/1996;46812500;47312500;46750000;46750000;28996386;2022200
30/10/1996;46875000;47187500;46875000;47125000;29228987;1277400
31/10/1996;47187500;48187500;47187500;47687500;29577866;2625800
01/11/1996;47000000;47000000;45500000;45937500;28492445;6697000
04/11/1996;45937500;46812500;45875000;46375000;28763809;2822000
05/11/1996;46375000;47000000;46125000;46312500;28725046;1981200
06/11/1996;46312500;46875000;45125000;45750000;28376148;3819200
07/11/1996;45812500;46750000;45812500;46437500;28802586;4072400
08/11/1996;46500000;47500000;46500000;46937500;29112694;1665000
11/11/1996;46937500;47375000;46437500;46500000;28841335;1387400
12/11/1996;46500000;46687500;45812500;45875000;28453674;2585200
13/11/1996;45875000;46000000;45500000;45812500;28501904;2606200
14/11/1996;45812500;46250000;45687500;46187500;28735199;1979000
15/11/1996;46187500;46687500;45875000;45875000;28540770;3501600
18/11/1996;46062500;47312500;46062500;46625000;29007395;3668800
19/11/1996;46812500;47125000;46812500;47000000;29240688;2298800
20/11/1996;47625000;48437500;47625000;48187500;29979479;3302000
21/11/1996;48375000;49187500;48375000;48750000;30329430;2943600
22/11/1996;48937500;49625000;48937500;49312500;30679401;2640200
25/11/1996;49312500;49437500;49062500;49312500;30679401;1896000
26/11/1996;49312500;50125000;49250000;49625000;30873812;3076000
27/11/1996;49625000;50187500;49625000;49812500;30990459;1668600
29/11/1996;49812500;49937500;49687500;49687500;30912699;509800
02/12/1996;49500000;49500000;48750000;48750000;30329430;1671600
03/12/1996;48750000;49187500;48125000;48187500;29979479;1716000
04/12/1996;48187500;48812500;47687500;48320313;30062130;2270400
05/12/1996;48320313;48812500;48000000;48187500;29979479;1785400
06/12/1996;48062500;48062500;47187500;47812500;29746187;2668200
09/12/1996;47937500;48312500;47937500;48187500;29979479;1892800
10/12/1996;48187500;48562500;47562500;47750000;29707300;3284200
11/12/1996;47750000;47812500;47000000;47687500;29668409;2997600
12/12/1996;47750000;48687500;47750000;48125000;29940590;2863400
13/12/1996;48125000;48500000;47687500;48375000;30096138;2569600
16/12/1996;50062500;51937500;50062500;50375000;31340424;13965400
17/12/1996;50375000;50812500;50250000;50500000;31418194;5352200
18/12/1996;50500000;50750000;50062500;50750000;31573723;3111000
19/12/1996;50750000;51750000;50562500;51562500;32079205;3716200
20/12/1996;51750000;52687500;51750000;52687500;32779121;6055000
23/12/1996;52562500;52562500;51562500;52000000;32351410;2162000
24/12/1996;51937500;51937500;51437500;51562500;32079205;666000
26/12/1996;51562500;52187500;51562500;52125000;32429165;1434200
27/12/1996;52125000;52437500;52125000;52187500;32468067;911000
30/12/1996;52312500;53750000;52312500;53312500;33167980;2090000
31/12/1996;53312500;53750000;52750000;53250000;33129074;1537000
02/01/1997;52937500;52937500;51625000;51937500;32312531;2786800
03/01/1997;51937500;53437500;51937500;53187500;33090199;3941800
06/01/1997;53187500;53750000;52875000;53125000;33051308;3088400
07/01/1997;53125000;53125000;52687500;53062500;33012428;2066800
08/01/1997;53062500;53250000;52500000;52562500;32701366;2538200
09/01/1997;52562500;52937500;51500000;52500000;32662468;4451200
10/01/1997;52500000;52625000;51812500;52562500;32701366;2971000
13/01/1997;52687500;53375000;52687500;53375000;33206844;2069800
14/01/1997;53375000;54000000;53125000;53187500;33090199;2590400
15/01/1997;53187500;53375000;52812500;52875000;32895786;2231400
16/01/1997;52875000;53312500;52625000;52875000;32895786;2180800
17/01/1997;52875000;53312500;52750000;53062500;33012428;1995800
20/01/1997;53062500;53250000;52500000;53250000;33129074;1509400
21/01/1997;54250000;57250000;54250000;56937500;35423233;6969400
22/01/1997;56937500;57125000;55875000;56125000;34917728;3202400
23/01/1997;56125000;56187500;55250000;55250000;34373371;4379400
24/01/1997;55000000;55000000;54187500;54937500;34178928;3874000
27/01/1997;54937500;55250000;54562500;54812500;34101177;2290000
28/01/1997;54812500;55125000;52750000;52875000;32895786;5263000
29/01/1997;52875000;53437500;52062500;52437500;32623596;4496400
30/01/1997;52437500;52875000;52437500;52875000;32895786;3909600
31/01/1997;53000000;54437500;53000000;53562500;33323509;3401000
03/02/1997;53562500;54250000;52875000;53937500;33556797;2579200
04/02/1997;53937500;54187500;53500000;53750000;33440151;1314400
05/02/1997;53750000;54250000;52875000;52937500;32934662;2977600
06/02/1997;52937500;53250000;52625000;53250000;33129074;1969600
07/02/1997;53437500;54812500;53437500;54750000;34062298;2557600
10/02/1997;54687500;54687500;53625000;53625000;33362377;1269800
11/02/1997;53625000;54000000;52625000;53562500;33323509;2033800
12/02/1997;53562500;54812500;53437500;54812500;34190548;3253400
13/02/1997;54812500;54937500;54375000;54562500;34034611;2119600
14/02/1997;54562500;54625000;53750000;53875000;33605770;1742200
18/02/1997;54000000;55000000;54000000;55000000;34307507;1913600
19/02/1997;55000000;55562500;54625000;54937500;34268517;2646200
20/02/1997;54937500;55125000;53187500;53750000;33527794;1750800
21/02/1997;53750000;54375000;53250000;53937500;33644730;3126000
24/02/1997;53875000;53875000;52562500;52750000;32904022;2166600
25/02/1997;52750000;53562500;52750000;53062500;33098949;3148200
26/02/1997;53062500;53437500;51187500;52062500;32475174;5063400
27/02/1997;52062500;52375000;50812500;50875000;31734440;2686400
28/02/1997;50875000;51687500;50562500;50875000;31734440;3482600
03/03/1997;50875000;51250000;50187500;51062500;31851397;2361000
04/03/1997;51062500;51500000;50062500;50125000;31266600;3936200
05/03/1997;50750000;52312500;50750000;52312500;32631115;5194400
06/03/1997;52312500;52437500;52000000;52187500;32553158;3311200
07/03/1997;52312500;53312500;52312500;53187500;33176918;2553000
10/03/1997;53187500;53312500;52562500;53062500;33098949;2212000
11/03/1997;53562500;54312500;53562500;54062500;33722702;4211400
12/03/1997;54000000;54000000;53375000;53500000;33371849;1948400
13/03/1997;53500000;53500000;51125000;51562500;32163273;3170800
14/03/1997;51562500;52812500;51500000;51500000;32124294;3332600
17/03/1997;51562500;53562500;51562500;53250000;33215900;2284200
18/03/1997;53250000;53437500;51312500;51875000;32358215;2618800
19/03/1997;51875000;52312500;51125000;52000000;32436203;2960400
20/03/1997;52187500;52937500;52187500;52500000;32748074;3586200
21/03/1997;52687500;53000000;52687500;52875000;32981979;3079600
24/03/1997;52875000;53187500;52375000;52875000;32981979;2848800
25/03/1997;52875000;53625000;52750000;52812500;32943001;2360000
26/03/1997;52625000;52625000;52125000;52625000;32826038;1910600
27/03/1997;52625000;52750000;50500000;50875000;31734440;3934800
31/03/1997;50500000;50500000;49312500;49312500;30759796;4558200
01/04/1997;49312500;50062500;49250000;50000000;31188631;3739000
02/04/1997;49812500;49812500;49062500;49125000;30642841;2676600
03/04/1997;49000000;49000000;47000000;47937500;29902109;4712600
04/04/1997;47937500;49187500;47625000;49000000;30564867;3791600
07/04/1997;49875000;50937500;49875000;50062500;31227613;3257200
08/04/1997;50062500;50750000;49812500;50750000;31656473;2559600
09/04/1997;50750000;51437500;50625000;50750000;31656473;2275200
10/04/1997;50750000;51125000;50687500;51062500;31851397;1694000
11/04/1997;50875000;50875000;49812500;50187500;31305599;2717600
14/04/1997;50187500;50437500;49250000;50375000;31422552;2189800
15/04/1997;50375000;51125000;49875000;50437500;31461569;2080000
16/04/1997;50437500;50625000;48875000;49812500;31071697;3842600
17/04/1997;49812500;50000000;48937500;49687500;30993721;2689600
18/04/1997;49687500;50187500;49500000;49812500;31071697;2278000
21/04/1997;49812500;50000000;49187500;49375000;30798775;1435200
22/04/1997;49375000;50437500;49375000;50437500;31461569;2137200
23/04/1997;50437500;51437500;50312500;50750000;31656473;2560800
24/04/1997;50812500;51250000;50812500;50937500;31773441;2261000
25/04/1997;50937500;51437500;50562500;51000000;31812401;1349600
28/04/1997;48437500;48437500;47187500;47687500;29746168;15615400
29/04/1997;47875000;48750000;47875000;48125000;30019064;11618400
30/04/1997;48562500;49562500;48562500;49312500;30759796;7583400
01/05/1997;49312500;50125000;49125000;49500000;30876751;5395400
02/05/1997;49500000;50500000;49375000;50250000;31344587;4712200
05/05/1997;50250000;50250000;49500000;50000000;31188631;5847400
06/05/1997;50000000;50812500;49875000;50375000;31422552;4792800
07/05/1997;50375000;50562500;48812500;49000000;30564867;3439200
08/05/1997;49000000;49562500;48375000;48687500;30369955;4576200
09/05/1997;48687500;49312500;48562500;48937500;30525875;4454600
12/05/1997;48937500;50000000;48875000;49750000;31032690;4759400
13/05/1997;49750000;50437500;49687500;50187500;31305599;3721600
14/05/1997;50187500;50812500;49687500;49812500;31158615;3445200
15/05/1997;49812500;50187500;49687500;49937500;31236778;3084400
16/05/1997;49937500;50187500;49187500;49375000;30884930;4725200
19/05/1997;49250000;49250000;48562500;48625000;30415800;3760800
20/05/1997;48625000;50187500;48375000;50000000;31275877;3962200
21/05/1997;50562500;51250000;50562500;51250000;32057793;4317400
22/05/1997;51250000;51500000;49812500;50187500;31393169;5146200
23/05/1997;50187500;50250000;49812500;50125000;31354065;3100200
27/05/1997;50125000;51250000;50125000;50875000;31823217;3597800
28/05/1997;50875000;51937500;50875000;51812500;32409622;4259800
29/05/1997;51812500;52875000;51625000;52687500;32956947;3275800
30/05/1997;52687500;53125000;51875000;52687500;32956947;3004600
02/06/1997;52687500;52875000;52375000;52687500;32956947;1818000
03/06/1997;52687500;52875000;52250000;52437500;32800591;2213600
04/06/1997;52437500;53875000;52250000;53500000;33465199;2907800
05/06/1997;53500000;54250000;53375000;54000000;33777950;2127000
06/06/1997;54000000;55000000;53750000;54937500;34364376;2594200
09/06/1997;56000000;56000000;54875000;56000000;35028984;3968000
10/06/1997;56500000;57750000;56500000;57500000;35967278;5806000
11/06/1997;57500000;57750000;56250000;56750000;35498135;3843700
12/06/1997;56750000;57625000;56625000;57500000;35967278;2584400
13/06/1997;57500000;57875000;57250000;57375000;35889088;2293100
16/06/1997;57375000;58000000;57125000;57875000;36201832;2024900
17/06/1997;57875000;57875000;56500000;56750000;35498135;2564600
18/06/1997;56750000;57625000;56375000;56625000;35419930;2209200
19/06/1997;56625000;57000000;56125000;56500000;35341740;2332600
20/06/1997;56500000;57125000;56500000;56875000;35576324;3850600
23/06/1997;56875000;56875000;53875000;54625000;34168900;4282000
24/06/1997;54625000;56250000;54625000;55062500;34442558;4091900
25/06/1997;55062500;56375000;54000000;54750000;34247082;5457200
26/06/1997;54437500;54437500;53125000;53750000;33621582;3554700
27/06/1997;53750000;54250000;53000000;53000000;33152435;2388100
30/06/1997;53062500;53937500;53062500;53062500;33191540;2338600
01/07/1997;53375000;54812500;53375000;54062500;33817036;4999200
02/07/1997;54062500;54875000;53875000;54812500;34286190;3536400
03/07/1997;54875000;56437500;54875000;55187500;34520756;2905800
07/07/1997;55250000;56250000;55250000;55562500;34755337;3036200
08/07/1997;55812500;56250000;55812500;56125000;35107178;2676400
09/07/1997;56125000;56875000;55500000;56250000;35185371;2837500
10/07/1997;56250000;56250000;54937500;55312500;34598946;2189100
11/07/1997;55312500;56500000;55312500;56500000;35341740;2095500
14/07/1997;56500000;57625000;56500000;57125000;35732689;2701600
15/07/1997;57125000;58250000;56312500;58062500;36319122;3545000
16/07/1997;58125000;60500000;58125000;59687500;37335590;3938100
17/07/1997;59562500;59562500;56500000;56750000;35498135;3477400
18/07/1997;56750000;56750000;55750000;56062500;35068096;3922200
21/07/1997;55250000;55250000;53375000;54375000;34012508;4417000
22/07/1997;54375000;56812500;53625000;56375000;35263565;6109600
23/07/1997;58500000;60125000;58500000;59062500;36944626;8875900
24/07/1997;59062500;60500000;58062500;60000000;37531055;6228800
25/07/1997;59875000;59875000;57687500;58875000;36827354;4653000
28/07/1997;58625000;58625000;57625000;58062500;36319122;2802300
29/07/1997;58062500;58625000;57000000;58562500;36631878;3427500
30/07/1997;58562500;59375000;58312500;58687500;36710060;2576400
31/07/1997;58687500;59187500;58187500;58687500;36710060;2345800
01/08/1997;58687500;59187500;58125000;58500000;36592793;2506000
04/08/1997;58500000;58562500;57750000;58437500;36553692;3279200
05/08/1997;58437500;58812500;58000000;58125000;36358208;4523500
06/08/1997;58125000;58562500;57812500;58312500;36475487;3090700
07/08/1997;58437500;59437500;58437500;59125000;36983738;2657400
08/08/1997;58937500;58937500;57250000;58500000;36592793;2490200
11/08/1997;58500000;59250000;57437500;59062500;36944626;3060100
12/08/1997;59062500;59125000;56625000;56687500;35459038;2824900
13/08/1997;57125000;59000000;57125000;58062500;36409054;4927200
14/08/1997;58062500;58687500;56875000;57937500;36330666;3366400
15/08/1997;57750000;57750000;55375000;55437500;34763012;3069200
18/08/1997;55437500;56187500;55062500;56000000;35115696;2929700
19/08/1997;56000000;57375000;56000000;57375000;35977932;2605400
20/08/1997;57375000;57625000;56937500;57250000;35899548;1924400
21/08/1997;57250000;57500000;56125000;56500000;35429253;1894200
22/08/1997;56000000;56000000;54750000;55625000;34880562;2705200
25/08/1997;55625000;56250000;55062500;55500000;34802177;2250700
26/08/1997;55500000;55500000;54187500;54375000;34096745;3091600
27/08/1997;54500000;55625000;54500000;55312500;34684620;2707500
28/08/1997;55312500;55812500;54625000;55125000;34567036;2407200
29/08/1997;55000000;55000000;54312500;54500000;34175110;2130200
02/09/1997;55500000;57000000;55500000;57000000;35742775;2503800
03/09/1997;57250000;58187500;57250000;57437500;36017128;2415100
04/09/1997;57437500;57500000;55375000;56250000;35272495;5142600
05/09/1997;56250000;57125000;55000000;55375000;34723782;3472800
08/09/1997;55375000;55562500;54625000;55000000;34488636;3405000
09/09/1997;54812500;54812500;54000000;54125000;33939964;3894000
10/09/1997;54062500;54062500;52500000;52875000;33156136;6062900
11/09/1997;52750000;52750000;51312500;51687500;32411491;4983400
12/09/1997;51687500;52937500;51500000;52937500;33195297;4730000
15/09/1997;52750000;52750000;51375000;51437500;32254730;2805900
16/09/1997;51562500;53250000;51562500;52250000;32764217;4960500
17/09/1997;52875000;53875000;52875000;53250000;33391289;4187900
18/09/1997;53250000;54562500;53000000;53125000;33312881;4442700
19/09/1997;52375000;52375000;51375000;52375000;32842606;8333600
22/09/1997;52375000;53437500;52062500;52812500;33116947;4929600
23/09/1997;52875000;54250000;52875000;54250000;34018341;5076400
24/09/1997;54437500;55125000;54437500;54625000;34253502;3957400
25/09/1997;54625000;54875000;53875000;54250000;34018341;3735500
26/09/1997;54250000;54875000;54000000;54562500;34214314;3255500
29/09/1997;54562500;55000000;54125000;55000000;34488636;2515000
30/09/1997;55000000;55000000;54250000;54437500;34135929;2673400
01/10/1997;54437500;54937500;53500000;53937500;33822388;2412100
02/10/1997;53937500;54000000;52250000;52500000;32920986;5311900
03/10/1997;52125000;52125000;50125000;52000000;32607456;16657900
06/10/1997;52062500;53250000;52062500;52625000;32999371;5635500
07/10/1997;53250000;54000000;53250000;53812500;33744003;6056600
08/10/1997;53812500;55250000;53812500;54250000;34018341;4917700
09/10/1997;54250000;54312500;53500000;53875000;33783207;2831600
10/10/1997;53875000;54687500;53687500;54312500;34057526;2709500
13/10/1997;54500000;55000000;54500000;54750000;34331879;2081400
14/10/1997;54750000;55187500;54187500;54812500;34371078;2568100
15/10/1997;54812500;55000000;54312500;54687500;34292694;2237700
16/10/1997;54687500;54937500;52312500;52500000;32920986;4086200
17/10/1997;52500000;52562500;51000000;51875000;32529068;5195200
20/10/1997;51875000;53687500;51750000;53562500;33587238;6158500
21/10/1997;53562500;54437500;52875000;54000000;33861588;3643600
22/10/1997;51125000;51125000;49000000;49875000;31274933;31887200
23/10/1997;49625000;49625000;47750000;49062500;30765446;15908200
24/10/1997;49062500;51000000;47750000;48437500;30373528;14017300
27/10/1997;47937500;47937500;43000000;43000000;26963852;11777200
28/10/1997;43062500;49000000;43062500;48000000;30099182;15980600
29/10/1997;48000000;48750000;46562500;47437500;29746464;8757100
30/10/1997;47437500;47500000;46500000;47046875;29501520;6023900
31/10/1997;47250000;48500000;47250000;48000000;30099182;4705400
03/11/1997;48000000;48625000;47250000;47687500;29903231;4825300
04/11/1997;47687500;47937500;46812500;47000000;29472120;5099400
05/11/1997;47000000;47187500;45937500;46125000;28923439;5140400
06/11/1997;46125000;46625000;45500000;46062500;28884233;4232200
07/11/1997;45875000;45875000;44562500;45750000;28688284;6583400
10/11/1997;45750000;46812500;45750000;46625000;29236965;5063300
11/11/1997;46625000;47000000;46062500;46250000;29001820;2965900
12/11/1997;46250000;47187500;46125000;46437500;29207813;3602000
13/11/1997;46437500;47437500;46187500;47312500;29758142;3843100
14/11/1997;47312500;48125000;47062500;48000000;30190567;3919100
17/11/1997;48312500;49812500;48312500;49687500;31251961;4355100
18/11/1997;49687500;49937500;49312500;49562500;31173342;2688400
19/11/1997;49562500;50625000;49250000;50000000;31448505;3946300
20/11/1997;50000000;50375000;49562500;49937500;31409208;3177300
21/11/1997;49937500;50125000;49562500;50125000;31527136;3798300
24/11/1997;50125000;50687500;49250000;49625000;31212648;3096700
25/11/1997;49937500;52187500;49937500;51375000;32313343;6443500
26/11/1997;51500000;52187500;51500000;51875000;32627842;3478500
28/11/1997;52312500;53375000;52312500;53125000;33414040;1962900
01/12/1997;53750000;54625000;53750000;53937500;33925072;4706600
02/12/1997;53937500;54375000;53437500;54000000;33964394;2954800
03/12/1997;54000000;54250000;52937500;53875000;33885777;2572400
04/12/1997;53750000;53750000;51875000;52437500;32981644;3959100
05/12/1997;52437500;53875000;52250000;52375000;32942318;4368000
08/12/1997;52312500;52312500;51187500;51437500;32352669;4181500
09/12/1997;51437500;51437500;50562500;50750000;31920244;2731200
10/12/1997;50625000;50625000;49187500;49937500;31409208;3411300
11/12/1997;49562500;49562500;48312500;48625000;30583673;3343700
12/12/1997;48625000;49625000;48250000;49000000;30819555;2215000
15/12/1997;49000000;49312500;48750000;48937500;30780233;2781400
16/12/1997;49562500;50750000;49562500;50625000;31841612;4083100
17/12/1997;50625000;51750000;50187500;50562500;31802319;3634400
18/12/1997;50187500;50187500;49312500;49812500;31330561;2764400
19/12/1997;49187500;49187500;47375000;48562500;30544374;4228700
22/12/1997;48562500;49187500;48000000;48750000;30662296;2201100
23/12/1997;48750000;49187500;47812500;48125000;30269188;2353800
24/12/1997;48125000;48375000;47437500;47812500;30072645;1268400
26/12/1997;47812500;48000000;47625000;47812500;30072645;730400
29/12/1997;48000000;48750000;48000000;48187500;30308498;2148600
30/12/1997;48187500;48687500;47875000;48375000;30426426;2707700
31/12/1997;48437500;49312500;48437500;48937500;30780233;3524300
02/01/1998;48937500;49812500;48125000;48875000;30740923;2761300
05/01/1998;48875000;49750000;48187500;48625000;30583673;3816100
06/01/1998;48625000;48937500;47500000;47875000;30111954;4050900
07/01/1998;47875000;48125000;47375000;48125000;30269188;3230600
08/01/1998;47562500;47562500;46000000;46375000;29168497;6732800
09/01/1998;46375000;46437500;45000000;45125000;28382282;4708500
12/01/1998;45125000;45562500;43937500;45375000;28539536;4064500
13/01/1998;45375000;46187500;44687500;45062500;28342981;3722700
14/01/1998;45125000;46250000;45125000;46250000;29089874;3398400
15/01/1998;45562500;45562500;44125000;44125000;27753309;5409100
16/01/1998;44125000;44625000;43000000;43437500;27320904;11645700
20/01/1998;43437500;44250000;42812500;43500000;27360207;7730300
21/01/1998;43500000;44625000;43062500;44000000;27674700;5895800
22/01/1998;44062500;45625000;44062500;45250000;28460909;6578900
23/01/1998;45250000;45687500;44250000;44312500;27871235;4566600
26/01/1998;44312500;45000000;44062500;44437500;27949873;2783600
27/01/1998;44437500;45250000;44000000;45000000;28303663;3596600
28/01/1998;45187500;47437500;45187500;47062500;29600918;5464000
29/01/1998;47250000;48187500;47250000;47500000;29876074;4830400
30/01/1998;47500000;48125000;47312500;47625000;29954704;3066400
02/02/1998;48062500;48875000;48062500;48312500;30387117;3850300
03/02/1998;48312500;48625000;48062500;48312500;30387117;3081700
04/02/1998;48250000;48250000;47312500;47437500;29836788;3659600
05/02/1998;47437500;47875000;46062500;46812500;29443659;4183500
06/02/1998;46812500;46937500;46312500;46437500;29207813;2808000
09/02/1998;46437500;47250000;46375000;46375000;29168497;3156500
10/02/1998;46625000;48875000;46625000;48625000;30583673;5252000
11/02/1998;48625000;49312500;48500000;49187500;31026810;4367900
12/02/1998;49187500;49437500;48500000;49250000;31066223;3043600
13/02/1998;49250000;50750000;48562500;50375000;31775864;4985900
17/02/1998;50937500;52750000;50937500;52500000;33116295;7416300
18/02/1998;52187500;52187500;51312500;51750000;32643208;3700200
19/02/1998;51625000;51625000;50250000;50812500;32051826;4816900
20/02/1998;50750000;50750000;49937500;50125000;31618172;4432000
23/02/1998;50250000;50937500;50250000;50687500;31972980;3165400
24/02/1998;50687500;50750000;49062500;50312500;31736437;3105700
25/02/1998;50375000;51750000;50375000;51250000;32327805;4188400
26/02/1998;51250000;53937500;51250000;53937500;34023041;6629900
27/02/1998;53937500;54750000;53500000;54250000;34220139;5533700
02/03/1998;54250000;54250000;52500000;52750000;33273975;4099800
03/03/1998;52750000;53375000;52062500;52375000;33037441;3489300
04/03/1998;52375000;53687500;51500000;53312500;33628799;4055300
05/03/1998;52812500;52812500;51937500;52250000;32958603;3356300
06/03/1998;52312500;53187500;52312500;52437500;33076866;2231100
09/03/1998;52437500;53062500;52000000;52562500;33155716;2073700
10/03/1998;52562500;53062500;52062500;52375000;33037441;1897400
11/03/1998;52375000;52625000;52125000;52187500;32919170;2351400
12/03/1998;52187500;52250000;50187500;51500000;32485500;2579700
13/03/1998;51562500;52375000;51562500;51812500;32682621;2544700
16/03/1998;51812500;52875000;51187500;51437500;32446091;2645900
17/03/1998;51687500;52625000;51687500;52000000;32800896;2643400
18/03/1998;52000000;52250000;50875000;50875000;32091251;3661600
19/03/1998;50875000;51625000;50562500;51437500;32446091;3254700
20/03/1998;51937500;53437500;51937500;53437500;33707653;6339200
23/03/1998;52500000;52500000;51437500;51625000;32564358;4640400
24/03/1998;51625000;52687500;51625000;52375000;33037441;3429300
25/03/1998;52375000;52937500;52062500;52875000;33352829;4618300
26/03/1998;52625000;52625000;51500000;52125000;32879742;3229100
27/03/1998;52125000;52625000;51125000;51250000;32327805;2912900
30/03/1998;51062500;51062500;50250000;50500000;31854696;2608100
31/03/1998;50562500;52250000;50562500;52125000;32879742;3792100
01/04/1998;52125000;52875000;51812500;52750000;33273975;3869000
02/04/1998;52750000;55000000;52250000;54937500;34653812;6873800
03/04/1998;54937500;55875000;54250000;54937500;34653812;6328600
06/04/1998;55250000;56187500;55250000;56062500;35363461;5509600
07/04/1998;56062500;56250000;55437500;55625000;35087494;4022300
08/04/1998;55625000;55875000;54812500;55250000;34850952;4386300
09/04/1998;55250000;55625000;54500000;55187500;34811543;3547700
13/04/1998;54875000;54875000;52562500;53625000;33825916;5075300
14/04/1998;53625000;53625000;52937500;53125000;33510544;3113200
15/04/1998;53125000;53437500;52500000;52562500;33155716;3336100
16/04/1998;52562500;53562500;52062500;53000000;33431671;3005600
17/04/1998;53000000;53875000;52812500;53687500;33865337;3597400
20/04/1998;53562500;53562500;52875000;53250000;33589378;2388200
21/04/1998;53062500;53062500;52500000;53062500;33471100;2982500
22/04/1998;53062500;53437500;52687500;53000000;33431671;3105700
23/04/1998;52375000;52375000;51250000;51500000;32485500;5830200
24/04/1998;51187500;51187500;50375000;50687500;31972980;4193000
27/04/1998;50250000;50250000;48375000;50250000;31697014;5656400
28/04/1998;50250000;50312500;49500000;49687500;31342196;3045800
29/04/1998;49750000;50437500;49750000;50062500;31578747;2323500
30/04/1998;50062500;50937500;50062500;50062500;31578747;3025700
01/05/1998;51187500;52375000;51187500;51750000;32643208;3191100
04/05/1998;51750000;52312500;51062500;51125000;32248940;2046700
05/05/1998;51125000;51750000;50687500;50937500;32130684;1687700
06/05/1998;50750000;50750000;50062500;50312500;31736437;2138300
07/05/1998;50312500;50375000;49500000;49875000;31460476;2299200
08/05/1998;49875000;50875000;49625000;50500000;31854696;1866700
11/05/1998;50500000;50625000;49000000;49625000;31302769;2396500
12/05/1998;49625000;50312500;49187500;49500000;31223923;2857300
13/05/1998;49500000;50187500;49062500;49750000;31470619;2246300
14/05/1998;49750000;50125000;49500000;49875000;31549707;1959200
15/05/1998;49875000;49875000;49437500;49625000;31391563;2070700
18/05/1998;49375000;49375000;48062500;48625000;30758974;3885500
19/05/1998;48625000;49125000;48125000;48375000;30600832;2161700
20/05/1998;48375000;48687500;47625000;48000000;30363617;3393700
21/05/1998;48000000;48375000;47625000;48187500;30482235;3282800
22/05/1998;48187500;48875000;48125000;48375000;30600832;1403000
26/05/1998;48375000;48687500;47187500;47250000;29889183;2523900
27/05/1998;46812500;46812500;45250000;46500000;29414757;6231600
28/05/1998;46500000;47500000;45750000;46875000;29651974;4718300
29/05/1998;47125000;47937500;47125000;47750000;30205477;2842900
01/06/1998;47750000;47750000;47125000;47625000;30126387;2216900
02/06/1998;47562500;47562500;45625000;45875000;29019405;3891300
03/06/1998;45875000;46375000;45312500;45875000;29019405;4171300
04/06/1998;45812500;45812500;45000000;45062500;28505438;4740900
05/06/1998;45125000;45687500;45125000;45500000;28782192;3782500
08/06/1998;45500000;46250000;45437500;45750000;28940327;2963300
09/06/1998;45812500;46375000;45812500;46000000;29098465;3338300
10/06/1998;45937500;45937500;45000000;45437500;28742640;3948700
11/06/1998;45437500;45562500;45000000;45062500;28505438;3272300
12/06/1998;45062500;45125000;44250000;44937500;28426361;4826200
15/06/1998;44375000;44375000;43375000;43500000;27517046;3866000
16/06/1998;43500000;44187500;42937500;43437500;27477499;5026500
17/06/1998;43500000;44562500;43500000;43750000;27675182;3733700
18/06/1998;43750000;44250000;43250000;43937500;27793795;3247900
19/06/1998;43875000;43875000;42562500;42937500;27161203;5569000
22/06/1998;42937500;43937500;42125000;42750000;27042597;3343500
23/06/1998;42750000;43437500;42750000;43375000;27437967;3964100
24/06/1998;43375000;44687500;43312500;44687500;28268221;3662500
25/06/1998;44687500;45500000;44562500;44625000;28228693;3365000
26/06/1998;45125000;46125000;45125000;45687500;28900805;2761500
29/06/1998;45687500;45750000;44375000;44625000;28228693;3031700
30/06/1998;44625000;45000000;44125000;44562500;28189156;2594700
01/07/1998;45250000;47500000;45250000;47437500;30007809;5321700
02/07/1998;47437500;49250000;47062500;48437500;30640381;5158100
06/07/1998;48562500;49437500;48562500;48625000;30758974;3234200
07/07/1998;48625000;49250000;47687500;47812500;30245026;2810700
08/07/1998;47812500;48750000;47812500;48687500;30798523;2396000
09/07/1998;48687500;48687500;47875000;48062500;30403158;1716700
10/07/1998;48062500;48375000;47125000;47875000;30284552;1993500
13/07/1998;47875000;48437500;47187500;47562500;30086868;1990500
14/07/1998;47562500;48687500;47312500;48500000;30679924;2787600
15/07/1998;48625000;49687500;48625000;49312500;31193872;4386300
16/07/1998;49312500;49687500;48500000;48750000;30838064;2887500
17/07/1998;48750000;50125000;48687500;50000000;31628794;3247600
20/07/1998;50000000;50000000;48625000;49250000;31154337;2741400
21/07/1998;49250000;49250000;47625000;48187500;30482235;3586000
22/07/1998;48187500;48437500;47437500;47750000;30205477;2888100
23/07/1998;44000000;44000000;40062500;41187500;26054207;27589500
24/07/1998;41187500;42125000;40000000;40312500;25500698;13116500
27/07/1998;40250000;40250000;37937500;39000000;24670444;12854200
28/07/1998;39000000;39250000;38625000;39000000;24670444;9369800
29/07/1998;39000000;39375000;38562500;38750000;24512295;7578000
30/07/1998;39000000;39437500;39000000;39125000;24749523;5497700
31/07/1998;39125000;39250000;38750000;38812500;24551826;6369400
